P_ID,P_ID2,Valve Size,Co-efficients,10,20,30,40,50,60,70,80,90,100
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#3#1.5#3.4375,3,Cv,4.32,7.53,10.9,17.1,27.2,43.5,66,97,120,136
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#3#1.5#3.4375,3,FL,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#3#1.5#3.4375,3,Xt,0.774,0.706,0.682,0.635,0.616,0.602,0.663,0.693,0.67,0.675
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#3#1.5#3.4375,3,Fd,0.52,0.63,0.68,0.39,0.36,0.29,0.26,0.28,0.3,0.32
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#4#1.5#2.875,4,Cv,3.82,7.65,11.4,16.9,25.5,38.2,60.5,85.7,105,112
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#4#1.5#2.875,4,FL,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#4#1.5#2.875,4,Xt,0.746,0.7,0.694,0.669,0.64,0.627,0.591,0.644,0.735,0.813
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#4#1.5#2.875,4,Fd,0.45,0.49,0.49,0.47,0.35,0.32,0.3,0.24,0.25,0.27
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#4#2#4.375,4,Cv,5.85,11.6,18.3,30.2,49.7,79.7,125,171,205,224
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#4#2#4.375,4,FL,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#4#2#4.375,4,Xt,0.731,0.65,0.643,0.645,0.632,0.625,0.672,0.742,0.737,0.716
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#4#2#4.375,4,Fd,0.45,0.42,0.4,0.33,0.3,0.28,0.23,0.24,0.26,0.28
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#6#2#4.375,6,Cv,5.4,10.1,15.8,26.7,45.2,71.2,111,169,232,274
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#6#2#4.375,6,FL,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#6#2#4.375,6,Xt,0.834,0.834,0.735,0.654,0.626,0.613,0.614,0.61,0.629,0.695
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#6#2#4.375,6,Fd,1,1,1,1,1,1,1,1,1,1
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#6#2#7,6,Cv,12.9,25.8,43.3,67.4,104,162,239,316,368,394
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#6#2#7,6,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#6#2#7,6,Xt,0.688,0.68,0.682,0.709,0.7,0.72,0.736,0.744,0.78,0.778
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#6#2#7,6,Fd,0.39,0.44,0.47,0.33,0.29,0.22,0.22,0.24,0.25,0.26
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#8#2#8,8,Cv,18.5,38,58.4,86.7,130,189,268,371,476,567
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#8#2#8,8,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#8#2#8,8,Xt,0.727,0.632,0.6,0.588,0.58,0.587,0.599,0.611,0.671,0.724
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#8#2#8,8,Fd,0.28,0.26,0.23,0.2,0.17,0.22,0.24,0.25,0.25,0.26
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#8#3#8,8,Cv,27,58.1,105,188,307,478,605,695,761,818
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#8#3#8,8,FL,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#8#3#8,8,Xt,0.644,0.654,0.636,0.611,0.643,0.615,0.725,0.809,0.804,0.807
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#8#3#8,8,Fd,0.28,0.26,0.23,0.2,0.17,0.22,0.24,0.25,0.25,0.26
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#10#3#8,10,Cv,33.9,61.2,97.2,162,269,417,568,705,840,932
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#10#3#8,10,FL,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#10#3#8,10,Xt,0.836,0.867,0.894,0.796,0.744,0.704,0.699,0.712,0.725,0.76
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#10#3#8,10,Fd,1,1,1,1,1,1,1,1,1,1
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#12#5.5#11,12,Cv,50,91,141,222,352,540,797,1127,1361,1488
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#12#5.5#11,12,Xt,0.747,0.731,0.706,0.65,0.584,0.575,0.61,0.679,0.797,0.804
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#12#5.5#11,12,Fd,1,1,1,1,1,1,1,1,1,1
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#12#5.5#11,12,FL,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#16#5.5#14.75,16,Cv,35,79,145,263,454,765,1272,1808,2278,2664
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#16#5.5#14.75,16,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#16#5.5#14.75,16,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#16#5.5#14.75,16,Fd,0.45,0.46,0.39,0.28,0.26,0.24,0.23,0.26,0.27,0.28
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#18#8#14.75,18,Cv,83,176,269,467,723,1082,1577,2234,2730,3073
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#18#8#14.75,18,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#18#8#14.75,18,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#18#8#14.75,18,Fd,0.46,0.45,0.42,0.25,0.32,0.25,0.21,0.23,0.25,0.26
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#20#8#18.25,20,Cv,90,214,408,733,1276,2122,2954,3661,4270,4820
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#20#8#18.25,20,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#20#8#18.25,20,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#20#8#18.25,20,Fd,0.31,0.28,0.25,0.24,0.22,0.23,0.25,0.27,0.28,0.29
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#24#8#18.25,24,Cv,91,215,410,736,1282,2159,3087,3891,4579,5182
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#24#8#18.25,24,FL,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#24#8#18.25,24,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
globe#ported#equal#over#(150_300_600),globe#ported#equal#over#(150_300_600)#24#8#18.25,24,Fd,0.31,0.28,0.25,0.24,0.22,0.23,0.25,0.27,0.28,0.29
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#1#0.75#1.3125,1,Cv,3.21,5.5,8.18,10.9,13.2,15,16.9,18.6,19.9,20.6
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#1#0.75#1.3125,1,FL,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#1#0.75#1.3125,1,Xt,0.34,0.644,0.494,0.509,0.532,0.58,0.61,0.629,0.628,0.636
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#1#0.75#1.3125,1,Fd,0.11,0.4,0.46,0.44,0.41,0.41,0.4,0.39,0.38,0.37
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#1.5#0.75#1.3125,1.5,Cv,2.92,5.7,9.05,12.5,15.6,18.5,21.1,23.9,26.8,29.2
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#1.5#0.75#1.3125,1.5,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#1.5#0.75#1.3125,1.5,Xt,0.69,0.651,0.633,0.634,0.65,0.666,0.708,0.718,0.737,0.733
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#1.5#0.75#1.3125,1.5,Fd,0.11,0.4,0.46,0.44,0.41,0.41,0.4,0.39,0.38,0.37
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#1.5#0.75#1.875,1.5,Cv,4.23,7.84,11.8,15.8,20.4,25.3,30.3,34.7,37.2,39.2
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#1.5#0.75#1.875,1.5,FL,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#1.5#0.75#1.875,1.5,Xt,0.66,0.71,0.76,0.8,0.74,0.73,0.71,0.69,0.68,0.66
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#1.5#0.75#1.875,1.5,Fd,0.3,0.37,0.41,0.44,0.44,0.41,0.38,0.35,0.34,0.34
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#2#0.75#1.3125,2,Cv,3.53,6.36,9.92,13.3,16.5,19.7,22.7,25.6,29.3,33.3
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#2#0.75#1.3125,2,FL,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#2#0.75#1.3125,2,Xt,0.456,0.529,0.549,0.582,0.611,0.633,0.671,0.723,0.727,0.694
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#2#0.75#1.3125,2,Fd,0.11,0.4,0.46,0.44,0.41,0.41,0.4,0.39,0.38,0.37
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#2#1.125#2.3125,2,Cv,7.87,16,24.9,33.4,42.1,51.8,62,68.1,70.6,72.9
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#2#1.125#2.3125,2,FL,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#2#1.125#2.3125,2,Xt,0.64,0.72,0.73,0.77,0.79,0.75,0.68,0.66,0.65,0.64
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#2#1.125#2.3125,2,Fd,0.3,0.35,0.36,0.37,0.37,0.36,0.35,0.35,0.34,0.33
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#3#1.125#2.3125,3,Cv,8.06,16.9,26.7,37.5,49,61.4,73.8,85.3,94.7,102
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#3#1.125#2.3125,3,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#3#1.125#2.3125,3,Xt,0.592,0.614,0.662,0.672,0.674,0.676,0.694,0.722,0.736,0.732
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#3#1.125#2.3125,3,Fd,0.3,0.35,0.36,0.37,0.37,0.36,0.35,0.35,0.34,0.33
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#3#1.5#3.4375,3,Cv,14.5,32.9,52.1,70.4,88.5,105,118,133,142,148
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#3#1.5#3.4375,3,FL,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#3#1.5#3.4375,3,Xt,0.67,0.7,0.7,0.72,0.73,0.72,0.71,0.65,0.63,0.62
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#3#1.5#3.4375,3,Fd,0.26,0.32,0.35,0.36,0.36,0.36,0.36,0.28,0.29,0.3
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#4#1.5#2.875,4,Cv,9.77,22.6,37.2,51.8,65.7,77.5,87.5,97.9,107,113
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#4#1.5#2.875,4,FL,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#4#1.5#2.875,4,Xt,0.926,0.899,0.873,0.904,0.919,0.962,0.972,0.937,0.891,0.872
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#4#1.5#2.875,4,Fd,0.27,0.33,0.35,0.36,0.35,0.34,0.32,0.29,0.27,0.27
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#4#2#4.375,4,Cv,23.3,50.3,78.1,105,127,152,181,203,223,236
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#4#2#4.375,4,FL,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#4#2#4.375,4,Xt,0.69,0.71,0.72,0.73,0.76,0.76,0.75,0.76,0.73,0.69
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#4#2#4.375,4,Fd,0.31,0.36,0.38,0.38,0.37,0.35,0.32,0.3,0.27,0.28
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#6#2#4.375,6,Cv,16.7,38.6,65.4,93.7,123,156,194,244,290,322
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#6#2#4.375,6,FL,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#6#2#4.375,6,Xt,0.762,0.698,0.675,0.684,0.681,0.66,0.676,0.657,0.685,0.703
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#6#2#4.375,6,Fd,1,1,1,1,1,1,1,1,1,1
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#6#2#7,6,Cv,46.3,107,171,228,279,327,367,402,420,433
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#6#2#7,6,FL,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#6#2#7,6,Xt,0.656,0.727,0.744,0.781,0.803,0.8,0.784,0.758,0.755,0.74
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#6#2#7,6,Fd,0.21,0.26,0.29,0.3,0.31,0.31,0.31,0.28,0.28,0.28
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#8#2#8,8,Cv,60.2,129,206,285,363,444,526,581,640,688
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#8#2#8,8,FL,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#8#2#8,8,Xt,0.704,0.721,0.657,0.651,0.683,0.713,0.74,0.801,0.821,0.839
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#8#2#8,8,Fd,1,1,1,1,1,1,1,1,1,1
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#8#3#8,8,Cv,91.4,207,325,440,550,639,711,760,795,846
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#8#3#8,8,FL,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#8#3#8,8,Xt,0.651,0.624,0.677,0.746,0.786,0.803,0.823,0.836,0.843,0.807
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#8#3#8,8,Fd,0.23,0.28,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.31
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#10#3#8,10,Cv,95.9,212,336,459,586,696,798,876,928,975
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#10#3#8,10,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#10#3#8,10,Xt,0.683,0.617,0.61,0.641,0.657,0.694,0.715,0.748,0.795,0.843
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#10#3#8,10,Fd,1,1,1,1,1,1,1,1,1,1
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#12#5.5#11,12,Cv,155,300,450,610,770,940,1100,1250,1390,1500
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#12#5.5#11,12,FL,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#12#5.5#11,12,Xt,0.609,0.678,0.676,0.645,0.654,0.693,0.746,0.789,0.799,0.792
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#12#5.5#11,12,Fd,1,1,1,1,1,1,1,1,1,1
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#16#5.5#14.75,16,Cv,298,649,1000,1376,1846,2324,2701,2988,3188,3312
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#16#5.5#14.75,16,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#16#5.5#14.75,16,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#16#5.5#14.75,16,Fd,0.22,0.28,0.31,0.29,0.27,0.29,0.3,0.3,0.31,0.31
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#18#5.5#14.75,18,Cv,322,701,1078,1460,1935,2396,2745,3010,3208,3351
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#18#5.5#14.75,18,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#18#5.5#14.75,18,Xt,0.81,0.81,0.76,0.76,0.78,0.78,0.86,0.82,0.79,0.81
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#18#5.5#14.75,18,Fd,0.22,0.28,0.31,0.29,0.27,0.29,0.3,0.3,0.31,0.31
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#20#8#18.25,20,Cv,647,1377,2089,2720,3274,3747,4309,4787,5196,5196
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#20#8#18.25,20,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#20#8#18.25,20,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#20#8#18.25,20,Fd,0.22,0.28,0.31,0.32,0.32,0.31,0.3,0.3,0.3,0.3
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#24#8#18.25,24,Cv,649,1394,2123,2827,3455,4010,4589,5157,5626,5841
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#24#8#18.25,24,FL,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#24#8#18.25,24,Xt,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
globe#ported#linear#over#(150_300_600),globe#ported#linear#over#(150_300_600)#24#8#18.25,24,Fd,0.22,0.28,0.31,0.32,0.32,0.31,0.3,0.3,0.3,0.3
butterfly#do#equal#down#150,butterfly#do#equal#down#150#3#1#3,3,Cv,6.12,25.4,45.2,68.9,104,165,225,306,305,305
butterfly#do#equal#down#150,butterfly#do#equal#down#150#3#1#3,3,FL,0.7,0.81,0.73,0.76,0.75,0.66,0.6,0.5,0.54,0.54
butterfly#do#equal#down#150,butterfly#do#equal#down#150#3#1#3,3,Xt,0.449,0.455,0.395,0.417,0.423,0.313,0.256,0.188,0.203,0.203
butterfly#do#equal#down#150,butterfly#do#equal#down#150#3#1#3,3,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#150,butterfly#do#equal#down#150#4#1#4,4,Cv,17.2,50.2,87.8,146,206,285,365,465,521,521
butterfly#do#equal#down#150,butterfly#do#equal#down#150#4#1#4,4,FL,0.72,0.84,0.79,0.75,0.71,0.63,0.58,0.53,0.55,0.55
butterfly#do#equal#down#150,butterfly#do#equal#down#150#4#1#4,4,Xt,0.445,0.471,0.481,0.417,0.37,0.276,0.225,0.191,0.196,0.196
butterfly#do#equal#down#150,butterfly#do#equal#down#150#4#1#4,4,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#150,butterfly#do#equal#down#150#6#1#6,6,Cv,30.6,100,173,285,424,640,893,1180,1290,1290
butterfly#do#equal#down#150,butterfly#do#equal#down#150#6#1#6,6,FL,0.83,0.83,0.8,0.78,0.76,0.69,0.59,0.52,0.54,0.54
butterfly#do#equal#down#150,butterfly#do#equal#down#150#6#1#6,6,Xt,0.444,0.608,0.574,0.485,0.441,0.316,0.227,0.176,0.182,0.182
butterfly#do#equal#down#150,butterfly#do#equal#down#150#6#1#6,6,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#150,butterfly#do#equal#down#150#8#1#8,8,Cv,53.6,175,303,499,743,1120,1560,2070,2260,2260
butterfly#do#equal#down#150,butterfly#do#equal#down#150#8#1#8,8,FL,0.79,0.83,0.82,0.79,0.73,0.66,0.58,0.51,0.48,0.48
butterfly#do#equal#down#150,butterfly#do#equal#down#150#8#1#8,8,Xt,0.413,0.567,0.534,0.449,0.409,0.295,0.213,0.164,0.17,0.17
butterfly#do#equal#down#150,butterfly#do#equal#down#150#8#1#8,8,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#150,butterfly#do#equal#down#150#10#1#10,10,Cv,84.4,232,423,737,1180,1730,2560,3250,3710,3710
butterfly#do#equal#down#150,butterfly#do#equal#down#150#10#1#10,10,FL,0.79,0.83,0.82,0.79,0.73,0.66,0.58,0.51,0.48,0.48
butterfly#do#equal#down#150,butterfly#do#equal#down#150#10#1#10,10,Xt,0.542,0.745,0.673,0.59,0.489,0.38,0.245,0.189,0.156,0.156
butterfly#do#equal#down#150,butterfly#do#equal#down#150#10#1#10,10,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#150,butterfly#do#equal#down#150#12#1#12,12,Cv,126,347,631,1100,1760,2590,3820,4850,5540,5540
butterfly#do#equal#down#150,butterfly#do#equal#down#150#12#1#12,12,FL,0.78,0.87,0.85,0.8,0.75,0.69,0.55,0.51,0.47,0.47
butterfly#do#equal#down#150,butterfly#do#equal#down#150#12#1#12,12,Xt,0.491,0.671,0.61,0.535,0.443,0.343,0.222,0.171,0.141,0.141
butterfly#do#equal#down#150,butterfly#do#equal#down#150#12#1#12,12,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#150,butterfly#do#equal#down#150#14#1#14,14,Cv,95,316,695,1200,1900,2840,3980,5120,6320,6320
butterfly#do#equal#down#150,butterfly#do#equal#down#150#14#1#14,14,FL,0.77,0.79,0.81,0.81,0.78,0.73,0.68,0.6,0.52,0.52
butterfly#do#equal#down#150,butterfly#do#equal#down#150#14#1#14,14,Xt,0.5,0.53,0.55,0.55,0.51,0.45,0.39,0.3,0.23,0.23
butterfly#do#equal#down#150,butterfly#do#equal#down#150#14#1#14,14,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#150,butterfly#do#equal#down#150#16#1#16,16,Cv,129,430,946,1640,2580,3870,5420,6970,8600,8600
butterfly#do#equal#down#150,butterfly#do#equal#down#150#16#1#16,16,FL,0.77,0.79,0.81,0.81,0.78,0.73,0.68,0.6,0.52,0.52
butterfly#do#equal#down#150,butterfly#do#equal#down#150#16#1#16,16,Xt,0.5,0.53,0.55,0.55,0.51,0.45,0.39,0.3,0.23,0.23
butterfly#do#equal#down#150,butterfly#do#equal#down#150#16#1#16,16,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7
butterfly#do#equal#down#150,butterfly#do#equal#down#150#18#1#18,18,Cv,166,553,1220,2100,3320,4970,6960,8950,11050,11050
butterfly#do#equal#down#150,butterfly#do#equal#down#150#18#1#18,18,FL,0.77,0.79,0.81,0.81,0.78,0.73,0.68,0.6,0.52,0.52
butterfly#do#equal#down#150,butterfly#do#equal#down#150#18#1#18,18,Xt,0.5,0.53,0.55,0.55,0.51,0.45,0.39,0.3,0.23,0.23
