Valve Type,FCC Model ,Trim Type,Flow Char,Flow Dir,Unbal. / Bal.,Rating,Valve Size,Seat Bore ,Travel,Co-efficients,10,20,30,40,50,60,70,80,90,100,P_ID,P_ID2,
butterfly,21,to,mod_equal,down,N/A,300,30,30,90,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23,butterfly#to#mod_equal#down#300,butterfly#to#mod_equal#down#300#30#90#30,
butterfly,21,to,mod_equal,down,N/A,300,30,30,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#to#mod_equal#down#300,butterfly#to#mod_equal#down#300#30#90#30,
butterfly,21,to,mod_equal,down,N/A,600,3,3,90,Cv,3,7,11,42,60,93,122,140,146,146,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#3#90#3,
butterfly,21,to,mod_equal,down,N/A,600,3,3,90,FL,0.71,0.75,0.77,0.81,0.79,0.71,0.62,0.49,0.59,0.59,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#3#90#3,
butterfly,21,to,mod_equal,down,N/A,600,3,3,90,Xt,0.28,0.33,0.48,0.52,0.49,0.36,0.28,0.19,0.23,0.23,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#3#90#3,
butterfly,21,to,mod_equal,down,N/A,600,3,3,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#3#90#3,
butterfly,21,to,mod_equal,down,N/A,600,4,4,90,Cv,5,27,41,63,86,135,190,239,265,265,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#4#90#4,
butterfly,21,to,mod_equal,down,N/A,600,4,4,90,FL,0.74,0.80,0.82,0.80,0.77,0.69,0.57,0.51,0.55,0.55,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#4#90#4,
butterfly,21,to,mod_equal,down,N/A,600,4,4,90,Xt,0.46,0.50,0.42,0.40,0.41,0.36,0.29,0.24,0.21,0.21,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#4#90#4,
butterfly,21,to,mod_equal,down,N/A,600,4,4,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#4#90#4,
butterfly,21,to,mod_equal,down,N/A,600,6,6,90,Cv,32,93,174,273,401,539,738,796,821,821,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#6#90#6,
butterfly,21,to,mod_equal,down,N/A,600,6,6,90,FL,0.78,0.81,0.79,0.80,0.74,0.68,0.59,0.58,0.57,0.57,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#6#90#6,
butterfly,21,to,mod_equal,down,N/A,600,6,6,90,Xt,0.42,0.43,0.43,0.37,0.36,0.30,0.28,0.21,0.21,0.21,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#6#90#6,
butterfly,21,to,mod_equal,down,N/A,600,6,6,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#6#90#6,
butterfly,21,to,mod_equal,down,N/A,600,8,8,90,Cv,77,180,301,472,687,940,1305,1439,1488,1488,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#8#90#8,
butterfly,21,to,mod_equal,down,N/A,600,8,8,90,FL,0.80,0.83,0.83,0.80,0.74,0.66,0.58,0.50,0.48,0.48,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#8#90#8,
butterfly,21,to,mod_equal,down,N/A,600,8,8,90,Xt,0.41,0.45,0.54,0.45,0.35,0.27,0.24,0.21,0.17,0.17,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#8#90#8,
butterfly,21,to,mod_equal,down,N/A,600,8,8,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#8#90#8,
butterfly,21,to,mod_equal,down,N/A,600,10,10,90,Cv,104,259,444,695,1009,1342,1769,1927,1970,1970,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#10#90#10,
butterfly,21,to,mod_equal,down,N/A,600,10,10,90,FL,0.80,0.83,0.83,0.80,0.74,0.66,0.58,0.50,0.48,0.48,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#10#90#10,
butterfly,21,to,mod_equal,down,N/A,600,10,10,90,Xt,0.51,0.71,0.67,0.56,0.47,0.34,0.24,0.19,0.16,0.16,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#10#90#10,
butterfly,21,to,mod_equal,down,N/A,600,10,10,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#10#90#10,
butterfly,21,to,mod_equal,down,N/A,600,12,12,90,Cv,172,391,660,1025,1505,2095,2790,3166,3350,3350,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#12#90#12,
butterfly,21,to,mod_equal,down,N/A,600,12,12,90,FL,0.80,0.86,0.87,0.80,0.75,0.66,0.55,0.50,0.48,0.48,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#12#90#12,
butterfly,21,to,mod_equal,down,N/A,600,12,12,90,Xt,0.45,0.64,0.60,0.49,0.41,0.30,0.22,0.17,0.14,0.14,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#12#90#12,
butterfly,21,to,mod_equal,down,N/A,600,12,12,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#12#90#12,
butterfly,21,to,mod_equal,down,N/A,600,14,14,90,Cv,169,382,697,1124,1686,2356,3204,3556,4113,4113,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#14#90#14,
butterfly,21,to,mod_equal,down,N/A,600,14,14,90,FL,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#14#90#14,
butterfly,21,to,mod_equal,down,N/A,600,14,14,90,Xt,0.51,0.55,0.55,0.53,0.47,0.40,0.33,0.26,0.23,0.23,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#14#90#14,
butterfly,21,to,mod_equal,down,N/A,600,14,14,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#14#90#14,
butterfly,21,to,mod_equal,down,N/A,600,16,16,90,Cv,222,522,1036,1602,2328,3193,4137,4710,4849,4849,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#16#90#16,
butterfly,21,to,mod_equal,down,N/A,600,16,16,90,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#16#90#16,
butterfly,21,to,mod_equal,down,N/A,600,16,16,90,Xt,0.51,0.55,0.55,0.53,0.47,0.40,0.33,0.26,0.23,0.23,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#16#90#16,
butterfly,21,to,mod_equal,down,N/A,600,16,16,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#16#90#16,
butterfly,21,to,mod_equal,down,N/A,600,18,18    ,90,Cv,321,723,1276,2060,3119,4322,5887,7022,7223,7223,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#18#90#18,
butterfly,21,to,mod_equal,down,N/A,600,18,18    ,90,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#18#90#18,
butterfly,21,to,mod_equal,down,N/A,600,18,18    ,90,Xt,0.51,0.55,0.55,0.53,0.47,0.40,0.33,0.26,0.23,0.23,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#18#90#18,
butterfly,21,to,mod_equal,down,N/A,600,18,18    ,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#18#90#18,
butterfly,21,to,mod_equal,down,N/A,600,20,20,90,Cv,459,1030,1701,2671,4012,5655,8194,9254,9975,9975,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#20#90#20,
butterfly,21,to,mod_equal,down,N/A,600,20,20,90,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#20#90#20,
butterfly,21,to,mod_equal,down,N/A,600,20,20,90,Xt,0.51,0.55,0.55,0.53,0.47,0.40,0.33,0.26,0.23,0.23,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#20#90#20,
butterfly,21,to,mod_equal,down,N/A,600,20,20,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#20#90#20,
butterfly,21,to,mod_equal,down,N/A,600,24,24,90,Cv,565,1132,2057,3435,5345,7886,12194,14461,15475,15475,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#24#90#24,
butterfly,21,to,mod_equal,down,N/A,600,24,24,90,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#24#90#24,
butterfly,21,to,mod_equal,down,N/A,600,24,24,90,Xt,0.51,0.55,0.55,0.53,0.47,0.40,0.33,0.26,0.23,0.23,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#24#90#24,
butterfly,21,to,mod_equal,down,N/A,600,24,24,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.70,0.70,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#24#90#24,
butterfly,21,to,mod_equal,down,N/A,600,30,30,90,Cv,1000,2115,3485,5572,8595,12506,19635,24163,26871,26871,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#30#90#30,
butterfly,21,to,mod_equal,down,N/A,600,30,30,90,FL,0.78,0.81,0.81,0.79,0.75,0.69,0.62,0.56,0.52,0.52,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#30#90#30,
butterfly,21,to,mod_equal,down,N/A,600,30,30,90,Xt,0.51,0.55,0.55,0.53,0.47,0.4,0.33,0.26,0.23,0.23,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#30#90#30,
butterfly,21,to,mod_equal,down,N/A,600,30,30,90,Fd,0.09,0.17,0.26,0.34,0.42,0.49,0.57,0.64,0.7,0.7,butterfly#to#mod_equal#down#600,butterfly#to#mod_equal#down#600#30#90#30,
