P_ID,P_ID2,Valve Size,Co-efficients,10,20,30,40,50,60,70,80,90,100
globe#ported#mod_equal#under#900,globe#ported#mod_equal#under#900#2#1.5#1.875,2,Xt,0.1,0.594,0.741,0.648,0.592,0.602,0.641,0.66,0.663,0.67
globe#ported#mod_equal#under#900,globe#ported#mod_equal#under#900#2#1.5#1.875,2,Fd,0.99,0.49,0.4,0.3,0.26,0.22,0.2,0.18,0.16,0.16
globe#ported#mod_equal#under#900,globe#ported#mod_equal#under#900#3#2#2.875,3,Cv,0.1,2.78,10.6,26.3,47.9,71.5,93.6,109,116,124
globe#ported#mod_equal#under#900,globe#ported#mod_equal#under#900#3#2#2.875,3,FL,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
globe#ported#mod_equal#under#900,globe#ported#mod_equal#under#900#3#2#2.875,3,Xt,0.1,0.902,0.69,0.625,0.637,0.666,0.689,0.725,0.783,0.757
globe#ported#mod_equal#under#900,globe#ported#mod_equal#under#900#3#2#2.875,3,Fd,0.78,0.49,0.31,0.22,0.18,0.15,0.14,0.12,0.11,0.11
globe#ported#mod_equal#under#1500,globe#ported#mod_equal#under#1500#2#1.5#1.875,2,FL,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
globe#ported#mod_equal#under#1500,globe#ported#mod_equal#under#1500#2#1.5#1.875,2,Xt,0.1,0.594,0.741,0.648,0.592,0.602,0.641,0.66,0.663,0.67
globe#ported#mod_equal#under#1500,globe#ported#mod_equal#under#1500#2#1.5#1.875,2,Fd,0.99,0.49,0.4,0.3,0.26,0.22,0.2,0.18,0.16,0.16
globe#ported#mod_equal#under#1500,globe#ported#mod_equal#under#1500#3#2#2.875,3,Cv,0.1,2.78,10.6,26.3,47.9,71.5,93.6,109,116,124
globe#ported#mod_equal#under#1500,globe#ported#mod_equal#under#1500#3#2#2.875,3,FL,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
globe#ported#mod_equal#under#1500,globe#ported#mod_equal#under#1500#3#2#2.875,3,Xt,0.1,0.902,0.69,0.625,0.637,0.666,0.689,0.725,0.783,0.757
globe#ported#mod_equal#under#1500,globe#ported#mod_equal#under#1500#3#2#2.875,3,Fd,0.78,0.49,0.31,0.22,0.18,0.15,0.14,0.12,0.11,0.11
globe#ported#mod_equal#under#2500,globe#ported#mod_equal#under#2500#2#1.125#1.875,2,Cv,0.654,1.21,3.18,7.07,12.4,18.4,25.1,31.5,35.6,40
globe#ported#mod_equal#under#2500,globe#ported#mod_equal#under#2500#2#1.125#1.875,2,FL,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
globe#ported#mod_equal#under#2500,globe#ported#mod_equal#under#2500#2#1.125#1.875,2,Xt,0.998,0.595,0.43,0.374,0.37,0.413,0.471,0.526,0.571,0.689
globe#ported#mod_equal#under#2500,globe#ported#mod_equal#under#2500#2#1.125#1.875,2,Fd,1,1,1,1,1,1,1,1,1,1
globe#ported#mod_equal#under#2500,globe#ported#mod_equal#under#2500#3#1.5#2.875,3,Cv,1.8,4.9,10.4,19.1,32.5,47.9,65.3,75.3,84,87
globe#ported#mod_equal#under#2500,globe#ported#mod_equal#under#2500#3#1.5#2.875,3,FL,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
globe#ported#mod_equal#under#2500,globe#ported#mod_equal#under#2500#3#1.5#2.875,3,Xt,0.519,0.646,0.619,0.672,0.702,0.741,0.75,0.757,0.753,0.752
globe#ported#mod_equal#under#2500,globe#ported#mod_equal#under#2500#3#1.5#2.875,3,Fd,0.584,0.738,0.591,0.478,0.354,0.293,0.243,0.219,0.197,0.186
globe#ported#equal#under#900,globe#ported#equal#under#900#2#1.125#1.875,2,Cv,0.1,1.09,3.04,6.77,12.2,18.9,26.7,34.5,40.5,45.8
globe#ported#equal#under#900,globe#ported#equal#under#900#2#1.125#1.875,2,FL,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
globe#ported#equal#under#900,globe#ported#equal#under#900#2#1.125#1.875,2,Xt,0.1,0.357,0.67,0.717,0.67,0.629,0.598,0.597,0.632,0.652
globe#ported#equal#under#900,globe#ported#equal#under#900#2#1.125#1.875,2,Fd,1,0.76,0.5,0.4,0.31,0.28,0.24,0.22,0.2,0.1
globe#ported#equal#under#900,globe#ported#equal#under#900#3#1.5#2.875,3,Cv,0.1,1.23,4.08,10.7,21.7,36.5,53.7,72.2,90.2,101
globe#ported#equal#under#900,globe#ported#equal#under#900#3#1.5#2.875,3,FL,1,0.54,0.44,0.31,0.23,0.19,0.17,0.15,0.14,0.13
globe#ported#equal#under#900,globe#ported#equal#under#900#3#1.5#2.875,3,Xt,0.1,0.967,0.821,0.685,0.634,0.628,0.641,0.659,0.672,0.73
globe#ported#equal#under#900,globe#ported#equal#under#900#3#1.5#2.875,3,Fd,1,0.54,0.44,0.31,0.23,0.19,0.17,0.15,0.14,0.13
globe#ported#equal#under#1500,globe#ported#equal#under#1500#2#1.125#1.875,2,Cv,0.1,1.09,3.04,6.77,12.2,18.9,26.7,34.5,40.5,45.8
globe#ported#equal#under#1500,globe#ported#equal#under#1500#2#1.125#1.875,2,FL,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
globe#ported#equal#under#1500,globe#ported#equal#under#1500#2#1.125#1.875,2,Xt,0.1,0.357,0.67,0.717,0.67,0.629,0.598,0.597,0.632,0.652
globe#ported#equal#under#1500,globe#ported#equal#under#1500#2#1.125#1.875,2,Fd,1,0.76,0.5,0.4,0.31,0.28,0.24,0.22,0.2,0.1
globe#ported#equal#under#1500,globe#ported#equal#under#1500#3#1.5#2.875,3,Cv,0.1,1.23,4.08,10.7,21.7,36.5,53.7,72.2,90.2,101
globe#ported#equal#under#1500,globe#ported#equal#under#1500#3#1.5#2.875,3,FL,1,0.54,0.44,0.31,0.23,0.19,0.17,0.15,0.14,0.13
globe#ported#equal#under#1500,globe#ported#equal#under#1500#3#1.5#2.875,3,Xt,0.1,0.967,0.821,0.685,0.634,0.628,0.641,0.659,0.672,0.73
globe#ported#equal#under#1500,globe#ported#equal#under#1500#3#1.5#2.875,3,Fd,1,0.54,0.44,0.31,0.23,0.19,0.17,0.15,0.14,0.13
globe#ported#equal#under#2500,globe#ported#equal#under#2500#2#1#1.875,2,Cv,0.653,0.977,2.35,5.14,9.18,14.2,20.1,26.2,30.7,35.7
globe#ported#equal#under#2500,globe#ported#equal#under#2500#2#1#1.875,2,FL,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
globe#ported#equal#under#2500,globe#ported#equal#under#2500#2#1#1.875,2,Xt,0.977,0.912,0.785,0.708,0.68,0.69,0.773,0.763,0.768,0.751
globe#ported#equal#under#2500,globe#ported#equal#under#2500#2#1#1.875,2,Fd,1,1,1,1,1,1,1,1,1,1
globe#ported#linear#under#900,globe#ported#linear#under#900#2#1.5#1.875,2,Cv,0.1,3.56,11.7,23,33.9,42.3,47.5,50.7,53.4,54.6
globe#ported#linear#under#900,globe#ported#linear#under#900#2#1.5#1.875,2,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
globe#ported#linear#under#900,globe#ported#linear#under#900#2#1.5#1.875,2,Xt,0.1,0.767,0.681,0.658,0.666,0.693,0.718,0.728,0.719,0.711
globe#ported#linear#under#900,globe#ported#linear#under#900#2#1.5#1.875,2,Fd,0.89,0.62,0.44,0.3,0.24,0.22,0.19,0.17,0.16,0.15
globe#ported#linear#under#900,globe#ported#linear#under#900#3#2#2.785,3,Cv,0.1,9.01,30.6,55.6,78.9,97.7,111,120,125,127
globe#ported#linear#under#900,globe#ported#linear#under#900#3#2#2.785,3,FL,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
globe#ported#linear#under#900,globe#ported#linear#under#900#3#2#2.785,3,Xt,0.1,0.66,0.636,0.663,0.687,0.713,0.734,0.742,0.742,0.739
globe#ported#linear#under#900,globe#ported#linear#under#900#3#2#2.785,3,Fd,0.48,0.28,0.21,0.17,0.15,0.13,0.12,0.11,0.11,0.1
globe#ported#linear#under#1500,globe#ported#linear#under#1500#2#1.5#1.875,2,Cv,0.1,3.56,11.7,23,33.9,42.3,47.5,50.7,53.4,54.6
globe#ported#linear#under#1500,globe#ported#linear#under#1500#2#1.5#1.875,2,FL,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
globe#ported#linear#under#1500,globe#ported#linear#under#1500#2#1.5#1.875,2,Xt,0.1,0.767,0.681,0.658,0.666,0.693,0.718,0.728,0.719,0.711
globe#ported#linear#under#1500,globe#ported#linear#under#1500#2#1.5#1.875,2,Fd,0.89,0.62,0.44,0.3,0.24,0.22,0.19,0.17,0.16,0.15
globe#ported#linear#under#1500,globe#ported#linear#under#1500#3#2#2.785,3,Cv,0.1,9.01,30.6,55.6,78.9,97.7,111,120,125,127
globe#ported#linear#under#1500,globe#ported#linear#under#1500#3#2#2.785,3,FL,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
globe#ported#linear#under#1500,globe#ported#linear#under#1500#3#2#2.785,3,Xt,0.1,0.66,0.636,0.663,0.687,0.713,0.734,0.742,0.742,0.739
globe#ported#linear#under#1500,globe#ported#linear#under#1500#3#2#2.785,3,Fd,0.48,0.28,0.21,0.17,0.15,0.13,0.12,0.11,0.11,0.1
globe#ported#linear#under#2500,globe#ported#linear#under#2500#2#1#1.875,2,Cv,0.645,0.996,3.51,8.74,15.9,23.5,30,34.3,37,40.9
globe#ported#linear#under#2500,globe#ported#linear#under#2500#2#1#1.875,2,FL,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
globe#ported#linear#under#2500,globe#ported#linear#under#2500#2#1#1.875,2,Xt,0.905,0.813,0.715,0.701,0.703,0.704,0.701,0.699,0.699,0.71
globe#ported#linear#under#2500,globe#ported#linear#under#2500#2#1#1.875,2,Fd,1,1,1,1,1,1,1,1,1,1
globe#ported#linear#under#2500,globe#ported#linear#under#2500#3#1.5#2.25,3,Cv,2.8,15.6,33.5,50.7,64.6,74.3,82.9,86.8,88.7,88.8
globe#ported#linear#under#2500,globe#ported#linear#under#2500#3#1.5#2.25,3,FL,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94
globe#ported#linear#under#2500,globe#ported#linear#under#2500#3#1.5#2.25,3,Xt,0.519,0.646,0.619,0.672,0.702,0.741,0.75,0.757,0.753,0.752
globe#ported#linear#under#2500,globe#ported#linear#under#2500#3#1.5#2.25,3,Fd,0.292,0.369,0.322,0.287,0.246,0.224,0.201,0.186,0.174,0.167
globe#ported#mod_equal#under#900,globe#ported#mod_equal#under#900#2#1.125#1.875,2,Cv,0.1,1.02,3.26,7.53,13.3,19.8,26.4,32,36.2,41
globe#ported#mod_equal#under#900,globe#ported#mod_equal#under#900#2#1.125#1.875,2,FL,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
globe#ported#mod_equal#under#900,globe#ported#mod_equal#under#900#2#1.125#1.875,2,Xt,0.1,0.745,0.619,0.595,0.587,0.593,0.633,0.721,0.791,0.791
globe#ported#mod_equal#under#900,globe#ported#mod_equal#under#900#2#1.125#1.875,2,Fd,1,0.76,0.5,0.4,0.31,0.28,0.24,0.22,0.2,0.19
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#3#2#2.875,3,Cv,0.475,3.07,11.8,26.8,46.6,69.3,89.5,100,103,114
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#3#2#2.875,3,FL,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#3#2#2.875,3,Xt,0.949,0.712,0.55,0.604,0.682,0.697,0.706,0.762,0.856,0.783
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#3#2#2.875,3,Fd,0.78,0.49,0.31,0.22,0.18,0.15,0.14,0.12,0.11,0.11
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#4#2#3.625,4,Cv,4.33,11.3,23.3,45,79.6,121,155,176,192,203
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#4#2#3.625,4,FL,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#4#2#3.625,4,Xt,0.624,0.523,0.482,0.45,0.453,0.502,0.599,0.696,0.723,0.735
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#4#2#3.625,4,Fd,0.29,0.34,0.24,0.18,0.13,0.11,0.094,0.084,0.077,0.073
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#4#2#3.6,4,Cv,3.7,10.8,21,40.5,72.2,116,151,177,198,212
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#4#2#3.6,4,FL,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#4#2#3.6,4,Xt,0.613,0.56,0.548,0.551,0.567,0.567,0.617,0.647,0.61,0.609
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#4#2#3.6,4,Fd,1,0.48,0.31,0.21,0.16,0.12,0.1,0.09,0.081,0.075
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#6#3#5.375,6,Cv,5.22,16.6,30.8,55,100,168,241,299,351,378
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#6#3#5.375,6,FL,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#6#3#5.375,6,Xt,0.883,0.725,0.571,0.597,0.592,0.514,0.526,0.623,0.667,0.725
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#6#3#5.375,6,Fd,0.43,0.28,0.22,0.16,0.12,0.095,0.079,0.068,0.06,0.057
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#6#3#5.4,6,Cv,10,22.3,34,61.3,111,172,250,319,373,412
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#6#3#5.4,6,FL,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#6#3#5.4,6,Xt,0.613,0.56,0.548,0.551,0.567,0.567,0.617,0.647,0.61,0.609
globe#ported#mod_equal#over#900,globe#ported#mod_equal#over#900#6#3#5.4,6,Fd,0.7,0.33,0.25,0.17,0.13,0.1,0.083,0.071,0.063,0.058
globe#ported#mod_equal#under#1500,globe#ported#mod_equal#under#1500#2#1.125#1.875,2,Cv,0.1,1.02,3.26,7.53,13.3,19.8,26.4,32,36.2,41
globe#ported#mod_equal#under#1500,globe#ported#mod_equal#under#1500#2#1.125#1.875,2,FL,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
globe#ported#mod_equal#under#1500,globe#ported#mod_equal#under#1500#2#1.125#1.875,2,Xt,0.1,0.745,0.619,0.595,0.587,0.593,0.633,0.721,0.791,0.791
globe#ported#mod_equal#under#1500,globe#ported#mod_equal#under#1500#2#1.125#1.875,2,Fd,1,0.76,0.5,0.4,0.31,0.28,0.24,0.22,0.2,0.19
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#3#2#2.875,3,Cv,0.475,3.07,11.8,26.8,46.6,69.3,89.5,100,103,114
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#3#2#2.875,3,FL,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#3#2#2.875,3,Xt,0.949,0.712,0.55,0.604,0.682,0.697,0.706,0.762,0.856,0.783
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#3#2#2.875,3,Fd,0.78,0.49,0.31,0.22,0.18,0.15,0.14,0.12,0.11,0.11
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#4#2#3.625,4,Cv,4.33,11.3,23.3,45,79.6,121,155,176,192,203
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#4#2#3.625,4,FL,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#4#2#3.625,4,Xt,0.624,0.523,0.482,0.45,0.453,0.502,0.599,0.696,0.723,0.735
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#4#2#3.625,4,Fd,0.29,0.34,0.24,0.18,0.13,0.11,0.094,0.084,0.077,0.073
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#4#2#3.6,4,Cv,3.7,10.8,21,40.5,72.2,116,151,177,198,212
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#4#2#3.6,4,FL,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#4#2#3.6,4,Xt,0.613,0.56,0.548,0.551,0.567,0.567,0.617,0.647,0.61,0.609
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#4#2#3.6,4,Fd,1,0.48,0.31,0.21,0.16,0.12,0.1,0.09,0.081,0.075
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#6#3#5.375,6,Cv,5.22,16.6,30.8,55,100,168,241,299,351,378
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#6#3#5.375,6,FL,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#6#3#5.375,6,Xt,0.883,0.725,0.571,0.597,0.592,0.514,0.526,0.623,0.667,0.725
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#6#3#5.375,6,Fd,0.43,0.28,0.22,0.16,0.12,0.095,0.079,0.068,0.06,0.057
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#6#3#5.4,6,Cv,10,22.3,34,61.3,111,172,250,319,373,412
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#6#3#5.4,6,FL,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#6#3#5.4,6,Xt,0.613,0.56,0.548,0.551,0.567,0.567,0.617,0.647,0.61,0.609
globe#ported#mod_equal#over#1500,globe#ported#mod_equal#over#1500#6#3#5.4,6,Fd,0.7,0.33,0.25,0.17,0.13,0.1,0.083,0.071,0.063,0.058
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#2#1.125#1.875,2,Cv,0.622,1.34,3.52,7.73,13.4,19.5,25.5,31,34.7,38
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#2#1.125#1.875,2,FL,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#2#1.125#1.875,2,Xt,0.667,0.664,0.64,0.57,0.586,0.635,0.669,0.712,0.757,0.707
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#2#1.125#1.875,2,Fd,1,1,1,1,1,1,1,1,1,1
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#3#1.5#2.25,3,Cv,2.9,8.3,17.2,26.3,39.7,51,63,72,80,84
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#3#1.5#2.25,3,FL,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826,0.826
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#3#1.5#2.25,3,Xt,0.508,0.528,0.557,0.627,0.689,0.695,0.692,0.684,0.669,0.659
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#3#1.5#2.25,3,Fd,0.584,0.738,0.591,0.478,0.354,0.293,0.243,0.219,0.197,0.186
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#4#2#2.9,4,Cv,2.7,9.2,11.6,20,26.8,39,60,86,111,131
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#4#2#2.9,4,FL,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#4#2#2.9,4,Xt,0.638,0.585,0.541,0.538,0.563,0.611,0.661,0.671,0.67,0.663
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#4#2#2.9,4,Fd,0.842,0.505,0.438,0.313,0.264,0.212,0.166,0.135,0.115,0.101
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#6#3#4.166,6,Cv,7.6,20,31.2,62,114.5,176,231,273,300,314
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#6#3#4.166,6,FL,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837,0.837
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#6#3#4.166,6,Xt,0.638,0.585,0.541,0.538,0.563,0.611,0.661,0.671,0.67,0.663
globe#ported#mod_equal#over#2500,globe#ported#mod_equal#over#2500#6#3#4.166,6,Fd,0.575,0.334,0.254,0.171,0.12,0.094,0.08,0.07,0.064,0.059
globe#ported#equal#over#900,globe#ported#equal#over#900#2#1.125#1.875,2,Cv,0.1,1.02,3.26,7.53,13.3,19.8,26.4,32,36.2,41
globe#ported#equal#over#900,globe#ported#equal#over#900#2#1.125#1.875,2,FL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.93
globe#ported#equal#over#900,globe#ported#equal#over#900#2#1.125#1.875,2,Xt,0.1,0.745,0.619,0.595,0.587,0.593,0.633,0.721,0.791,0.791
globe#ported#equal#over#900,globe#ported#equal#over#900#2#1.125#1.875,2,Fd,0.1,0.76,0.5,0.4,0.31,0.28,0.24,0.22,0.2,0.19
globe#ported#equal#over#900,globe#ported#equal#over#900#3#1.5#2.875,3,Cv,0.1,1.21,4.21,11.3,23,37.6,53.2,69.5,85.3,92.7
globe#ported#equal#over#900,globe#ported#equal#over#900#3#1.5#2.875,3,FL,0.1,0.954,0.761,0.6,0.558,0.592,0.661,0.705,0.706,0.768
globe#ported#equal#over#900,globe#ported#equal#over#900#3#1.5#2.875,3,Xt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.92
globe#ported#equal#over#900,globe#ported#equal#over#900#3#1.5#2.875,3,Fd,0.1,0.54,0.44,0.31,0.23,0.19,0.17,0.15,0.14,0.13
globe#ported#equal#over#900,globe#ported#equal#over#900#4#1.5#3.625,4,Cv,3.12,7.35,13.9,23.4,37.9,60.1,90.6,123,147,165
globe#ported#equal#over#900,globe#ported#equal#over#900#4#1.5#3.625,4,FL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.85
globe#ported#equal#over#900,globe#ported#equal#over#900#4#1.5#3.625,4,Xt,0.676,0.551,0.524,0.488,0.449,0.443,0.463,0.509,0.569,0.683
globe#ported#equal#over#900,globe#ported#equal#over#900#4#1.5#3.625,4,Fd,0.1,0.43,0.33,0.24,0.18,0.15,0.13,0.11,0.096,0.088
globe#ported#equal#over#900,globe#ported#equal#over#900#6#2.5#5.625,6,Cv,3.9,13.3,23.1,36.2,63,105,156,217,280,319
globe#ported#equal#over#900,globe#ported#equal#over#900#6#2.5#5.625,6,FL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.82
globe#ported#equal#over#900,globe#ported#equal#over#900#6#2.5#5.625,6,Xt,0.961,0.686,0.615,0.584,0.54,0.513,0.496,0.48,0.513,0.593
globe#ported#equal#over#900,globe#ported#equal#over#900#6#2.5#5.625,6,Fd,0.38,0.34,0.25,0.2,0.15,0.12,0.098,0.084,0.073,0.066
globe#ported#equal#over#1500,globe#ported#equal#over#1500#2#1.125#1.875,2,Cv,0.1,1.02,3.26,7.53,13.3,19.8,26.4,32,36.2,41
globe#ported#equal#over#1500,globe#ported#equal#over#1500#2#1.125#1.875,2,FL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.93
globe#ported#equal#over#1500,globe#ported#equal#over#1500#2#1.125#1.875,2,Xt,0.1,0.745,0.619,0.595,0.587,0.593,0.633,0.721,0.791,0.791
globe#ported#equal#over#1500,globe#ported#equal#over#1500#2#1.125#1.875,2,Fd,0.1,0.76,0.5,0.4,0.31,0.28,0.24,0.22,0.2,0.19
globe#ported#equal#over#1500,globe#ported#equal#over#1500#3#1.5#2.875,3,Cv,0.1,1.21,4.21,11.3,23,37.6,53.2,69.5,85.3,92.7
globe#ported#equal#over#1500,globe#ported#equal#over#1500#3#1.5#2.875,3,FL,0.1,0.954,0.761,0.6,0.558,0.592,0.661,0.705,0.706,0.768
globe#ported#equal#over#1500,globe#ported#equal#over#1500#3#1.5#2.875,3,Xt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.92
globe#ported#equal#over#1500,globe#ported#equal#over#1500#3#1.5#2.875,3,Fd,0.1,0.54,0.44,0.31,0.23,0.19,0.17,0.15,0.14,0.13
globe#ported#equal#over#1500,globe#ported#equal#over#1500#4#1.5#3.625,4,Cv,3.12,7.35,13.9,23.4,37.9,60.1,90.6,123,147,165
globe#ported#equal#over#1500,globe#ported#equal#over#1500#4#1.5#3.625,4,FL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.85
globe#ported#equal#over#1500,globe#ported#equal#over#1500#4#1.5#3.625,4,Xt,0.676,0.551,0.524,0.488,0.449,0.443,0.463,0.509,0.569,0.683
globe#ported#equal#over#1500,globe#ported#equal#over#1500#4#1.5#3.625,4,Fd,0.1,0.43,0.33,0.24,0.18,0.15,0.13,0.11,0.096,0.088
globe#ported#equal#over#1500,globe#ported#equal#over#1500#6#2.5#5.625,6,Cv,3.9,13.3,23.1,36.2,63,105,156,217,280,319
globe#ported#equal#over#1500,globe#ported#equal#over#1500#6#2.5#5.625,6,FL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.82
globe#ported#equal#over#1500,globe#ported#equal#over#1500#6#2.5#5.625,6,Xt,0.961,0.686,0.615,0.584,0.54,0.513,0.496,0.48,0.513,0.593
globe#ported#equal#over#1500,globe#ported#equal#over#1500#6#2.5#5.625,6,Fd,0.38,0.34,0.25,0.2,0.15,0.12,0.098,0.084,0.073,0.066
globe#ported#equal#over#1500,globe#ported#equal#over#1500#2#1#1.875,2,Cv,0.596,1.09,2.58,5.61,10.1,15.4,20.9,26.2,30.8,34.7
globe#ported#equal#over#1500,globe#ported#equal#over#1500#2#1#1.875,2,FL,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.83
globe#ported#equal#over#1500,globe#ported#equal#over#1500#2#1#1.875,2,Xt,0.816,0.667,0.631,0.602,0.588,0.594,0.633,0.686,0.721,0.719
globe#ported#equal#over#1500,globe#ported#equal#over#1500#2#1#1.875,2,Fd,1,1,1,1,1,1,1,1,1,1
globe#ported#linear#over#1500,globe#ported#linear#over#1500#2#1.5#1.875,2,Cv,0.1,3.49,12.5,22.9,31.8,38.4,43,46.7,49.9,52.2
globe#ported#linear#over#1500,globe#ported#linear#over#1500#2#1.5#1.875,2,FL,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91
globe#ported#linear#over#1500,globe#ported#linear#over#1500#2#1.5#1.875,2,Xt,0.1,0.811,0.632,0.682,0.743,0.829,0.78,0.743,0.726,0.695
