Type,Fail Action,Valve Interface,Actuator size,Spring set,Torque,Set Pressure (bar),Start ,Mid,End
SYCDA,DA,F30,SYC330,-,AT,7,48918,20057,29655
SYCDA,DA,F30,SYC340,-,AT,2,23653,9698,14339
SYCDA,DA,F30,SYC340,-,AT,2.5,21503,8816,13035
SYCDA,DA,F30,SYC330,-,AT,3,25803,10579,15642
SYCDA,DA,F30,SYC340,-,AT,3.5,30104,12343,18249
SYCDA,DA,F30,SYC340,-,AT,4,34404,14106,20856
SYCDA,DA,F30,SYC340,-,AT,4.5,38705,15869,23463
SYCDA,DA,F30,SYC340,-,AT,5,43005,17632,26071
SYCDA,DA,F30,SYC340,-,AT,5.5,47306,19395,28678
SYCDA,DA,F30,SYC340,-,AT,6,51606,21159,31285
SYCDA,DA,F30,SYC340,-,AT,6.5,55907,22922,33892
SYCDA,DA,F30,SYC340,-,AT,7,60207,24685,36499
SYCDA,DA,F35,SYC340,-,AT,2,23653,9698,14339
SYCDA,DA,F35,SYC340,-,AT,2.5,21503,8816,13035
SYCDA,DA,F35,SYC340,-,AT,3,25803,10579,15642
SYCDA,DA,F35,SYC340,-,AT,3.5,30104,12343,18249
SYCDA,DA,F35,SYC340,-,AT,4,34404,14106,20856
SYCDA,DA,F35,SYC340,-,AT,4.5,38705,15869,23463
SYCDA,DA,F35,SYC340,-,AT,5,43005,17632,26071
SYCDA,DA,F35,SYC340,-,AT,5.5,47306,19395,28678
SYCDA,DA,F35,SYC340,-,AT,6,51606,21159,31285
SYCDA,DA,F35,SYC340,-,AT,6.5,55907,22922,33892
SYCDA,DA,F35,SYC340,-,AT,7,60207,24685,36499
SYCDA,DA,F30,SYC350,-,AT,2,27869,11426,16895
SYCDA,DA,F30,SYC350,-,AT,2.5,25335,10388,15359
SYCDA,DA,F30,SYC350,-,AT,3,30402,12465,18431
SYCDA,DA,F30,SYC350,-,AT,3.5,35470,14543,21502
SYCDA,DA,F30,SYC350,-,AT,4,40537,16620,24574
SYCDA,DA,F30,SYC350,-,AT,4.5,45604,18698,27646
SYCDA,DA,F30,SYC350,-,AT,5,50671,20775,30718
SYCDA,DA,F30,SYC350,-,AT,5.5,55738,22853,33789
SYCDA,DA,F30,SYC350,-,AT,6,60805,24930,36861
SYCDA,DA,F30,SYC350,-,AT,6.5,65872,27008,39933
SYCDA,DA,F30,SYC350,-,AT,7,70939,29085,43005
SYCDA,DA,F35,SYC350,-,AT,2,27869,11426,16895
SYCDA,DA,F35,SYC350,-,AT,2.5,25335,10388,15359
SYCDA,DA,F35,SYC350,-,AT,3,30402,12465,18431
SYCDA,DA,F35,SYC350,-,AT,3.5,35470,14543,21502
SYCDA,DA,F35,SYC350,-,AT,4,40537,16620,24574
SYCDA,DA,F35,SYC350,-,AT,4.5,45604,18698,27646
SYCDA,DA,F35,SYC350,-,AT,5,50671,20775,30718
SYCDA,DA,F35,SYC350,-,AT,5.5,55738,22853,33789
SYCDA,DA,F35,SYC350,-,AT,6,60805,24930,36861
SYCDA,DA,F35,SYC350,-,AT,6.5,65872,27008,39933
SYCDA,DA,F35,SYC350,-,AT,7,70939,29085,43005
SYCDA,DA,F30,SYC360,-,AT,2,32431,13297,19660
SYCDA,DA,F30,SYC360,-,AT,2.5,29482,12088,17873
SYCDA,DA,F30,SYC360,-,AT,3,35379,14505,21447
SYCDA,DA,F30,SYC360,-,AT,3.5,41275,16923,25022
SYCDA,DA,F30,SYC360,-,AT,4,47172,19340,28596
SYCDA,DA,F30,SYC360,-,AT,4.5,53068,21758,32171
SYCDA,DA,F30,SYC360,-,AT,5,58965,24175,35745
SYCDA,DA,F30,SYC360,-,AT,5.5,64861,26593,39320
SYCDA,DA,F30,SYC360,-,AT,6,70757,29011,42894
SYCDA,DA,F30,SYC360,-,AT,6.5,76654,31428,46469
SYCDA,DA,F30,SYC360,-,AT,7,82550,33846,50044
SYCDA,DA,F35,SYC360,-,AT,2,32431,13297,19660
SYCDA,DA,F35,SYC360,-,AT,2.5,29482,12088,17873
SYCDA,DA,F35,SYC360,-,AT,3,35379,14505,21447
SYCDA,DA,F35,SYC360,-,AT,3.5,41275,16923,25022
SYCDA,DA,F35,SYC360,-,AT,4,47172,19340,28596
SYCDA,DA,F35,SYC360,-,AT,4.5,53068,21758,32171
SYCDA,DA,F35,SYC360,-,AT,5,58965,24175,35745
SYCDA,DA,F35,SYC360,-,AT,5.5,64861,26593,39320
SYCDA,DA,F35,SYC360,-,AT,6,70757,29011,42894
SYCDA,DA,F35,SYC360,-,AT,6.5,76654,31428,46469
SYCDA,DA,F35,SYC360,-,AT,7,82550,33846,50044
SYCDA,DA,F40,SYC370,-,AT,2,40538,16621,24575
SYCDA,DA,F40,SYC370,-,AT,2.5,36853,15110,22341
SYCDA,DA,F40,SYC370,-,AT,3,44223,18132,26809
SYCDA,DA,F40,SYC370,-,AT,3.5,51594,21154,31277
SYCDA,DA,F40,SYC370,-,AT,4,58965,24175,35745
SYCDA,DA,F40,SYC370,-,AT,4.5,66335,27197,40214
SYCDA,DA,F40,SYC370,-,AT,5,73706,30219,44682
SYCDA,DA,F40,SYC370,-,AT,5.5,81076,33241,49150
SYCDA,DA,F40,SYC370,-,AT,6,88447,36263,53618
SYCDA,DA,F40,SYC370,-,AT,6.5,95817,39285,58086
SYCDA,DA,F40,SYC370,-,AT,7,103188,42307,62554
SYCDA,DA,F40,SYC380,-,AT,2,46672,19136,28293
SYCDA,DA,F40,SYC380,-,AT,2.5,42429,17396,25721
SYCDA,DA,F40,SYC380,-,AT,3,50915,20875,30866
SYCDA,DA,F40,SYC380,-,AT,3.5,59401,24354,36010
SYCDA,DA,F40,SYC380,-,AT,4,67887,27834,41154
SYCDA,DA,F40,SYC380,-,AT,4.5,76373,31313,46298
SYCDA,DA,F40,SYC380,-,AT,5,84858,34792,51443
SYCDA,DA,F40,SYC380,-,AT,5.5,93344,38271,56587
SYCDA,DA,F40,SYC380,-,AT,6,101830,41750,61731
SYCDA,DA,F40,SYC380,-,AT,6.5,110316,45229,66875
SYCDA,DA,F40,SYC380,-,AT,7,118802,48709,72020
SYCDA,DA,F40,SYC390,-,AT,2,53238,21828,32274
SYCDA,DA,F40,SYC390,-,AT,2.5,48398,19843,29340
SYCDA,DA,F40,SYC390,-,AT,3,58078,23812,35208
SYCDA,DA,F40,SYC390,-,AT,3.5,67757,27781,41076
SYCDA,DA,F40,SYC390,-,AT,4,77437,31749,46944
SYCDA,DA,F40,SYC390,-,AT,4.5,87117,35718,52812
SYCDA,DA,F40,SYC390,-,AT,5,96796,39687,58680
SYCDA,DA,F40,SYC390,-,AT,5.5,106476,43655,64548
SYCDA,DA,F40,SYC390,-,AT,6,116156,47624,70416
SYCDA,DA,F40,SYC390,-,AT,6.5,125835,51592,76284
SYCDA,DA,F40,SYC390,-,AT,7,135515,55561,82152
